x,y,block,inside_target
15.125,-0.4375,-0.08179705112759189,False
15.25,-0.4375,-0.04427158393860976,False
15.375,-0.4375,0.036215950814144096,False
15.5,-0.4375,0.13468538959965698,False
15.625,-0.4375,0.2153110039179012,False
15.75,-0.4375,0.24574064687002972,False
15.875,-0.4375,0.21065249417136175,False
16.0,-0.4375,0.11884614693848775,False
16.125,-0.4375,0.0008324804025960086,False
16.25,-0.4375,-0.10220576886243302,False
16.375,-0.4375,-0.15371728016085542,False
16.5,-0.4375,-0.13533358121761072,False
16.625,-0.4375,-0.05346228769641827,False
16.75,-0.4375,0.06343063458906707,False
16.875,-0.4375,0.1755319083607136,False
17.0,-0.4375,0.24607572408007322,False
17.125,-0.4375,0.253940799227465,False
17.25,-0.4375,0.19996493586256614,False
17.375,-0.4375,0.1051262861696706,False
17.5,-0.4375,0.0018760556396830302,False
17.625,-0.4375,-0.07769781886689514,False
17.75,-0.4375,-0.11239068925949962,False
17.875,-0.4375,-0.0975376818663141,False
18.0,-0.4375,-0.04440759876028273,False
18.125,-0.4375,0.025650299614381616,False
18.25,-0.4375,0.08955072821718497,False
18.375,-0.4375,0.1300553501049833,False
18.5,-0.4375,0.1401086877923697,False
18.625,-0.4375,0.12300411516865613,False
18.75,-0.4375,0.08910672315676024,False
18.875,-0.4375,0.0509587207094187,False
19.0,-0.4375,0.018815634821311215,False
19.125,-0.4375,-0.0019233877799832398,False
19.25,-0.4375,-0.010946467782465897,False
19.375,-0.4375,-0.011448875153271556,False
19.5,-0.4375,-0.007822441114091609,False
19.625,-0.4375,-0.003694673375761749,False
19.75,-0.4375,-0.0009638893334213824,False
19.875,-0.4375,0.00011411049529338403,False
20.0,-0.4375,0.0001931079684169743,False
20.125,-0.4375,2.2243380121886455e-05,False
20.25,-0.4375,-2.7300861786204494e-05,False
20.375,-0.4375,1.9864292139787945e-05,False
20.5,-0.4375,1.1001977777033368e-05,False
20.625,-0.4375,-7.242044659001177e-05,False
20.75,-0.4375,-7.27987786196617e-05,False
20.875,-0.4375,0.00014764665162896314,False
21.0,-0.4375,0.00044446991489112013,False
21.125,-0.4375,0.00030147018124603405,False
