s,x,y,kappa
1.869782971619365630e-01,7.785411206787092031e-02,1.189581450474718888e-01,-1.783756208899399232e+00
1.886477462437395614e-01,7.728053161438562524e-02,1.205259662990886549e-01,-1.886902480826687878e+00
1.903171953255425874e-01,7.671188759589034345e-02,1.220955846513745308e-01,-1.966248757859835106e+00
1.919866444073455858e-01,7.614839407352021194e-02,1.236670593312053368e-01,-2.023056650362778708e+00
1.936560934891485841e-01,7.559020662334614560e-02,1.252404265067599554e-01,-2.058737179701994435e+00
1.953255425709515825e-01,7.503742576375981022e-02,1.268157013245597986e-01,-2.074816480433551824e+00
1.969949916527546085e-01,7.449010069894958230e-02,1.283928800351720467e-01,-2.072900852255136872e+00
1.986644407345576069e-01,7.394823329493102615e-02,1.299719421478807702e-01,-2.054642707533365975e+00
2.003338898163606052e-01,7.341178220736534199e-02,1.315528525623110567e-01,-2.021708657438004764e+00
2.020033388981636036e-01,7.288066708023215046e-02,1.331355636329538683e-01,-1.975750563898849066e+00
2.036727879799666296e-01,7.235477274203329368e-02,1.347200171314093808e-01,-1.918380380543257102e+00
2.053422370617696280e-01,7.183395333281032691e-02,1.363061460800295832e-01,-1.851149045053515074e+00
2.070116861435726263e-01,7.131803630527812354e-02,1.378938764383538795e-01,-1.775529619946380810e+00
2.086811352253756247e-01,7.080682625232091743e-02,1.394831286315851848e-01,-1.692904549979894036e+00
2.103505843071786507e-01,7.030010852443469016e-02,1.410738189168641854e-01,-1.604556794958850396e+00
2.120200333889816491e-01,6.979765260892054068e-02,1.426658605873941665e-01,-1.511664488145694207e+00
2.136894824707846474e-01,6.929921525350364597e-02,1.442591650202391940e-01,-1.415298647856675140e+00
2.153589315525876458e-01,6.880454332343544088e-02,1.458536425752510468e-01,-1.316423486099170370e+00
2.170283806343906441e-01,6.831337639013729257e-02,1.474492033560919346e-01,-1.215898820867327590e+00
2.186978297161936702e-01,6.782544905348483755e-02,1.490457578446200693e-01,-1.114484141149924890e+00
2.203672787979966685e-01,6.734049300495564827e-02,1.506432174209921260e-01,-1.012843900628060290e+00
2.220367278797996669e-01,6.685823884462720190e-02,1.522414947827142040e-01,-9.115536603392612180e-01
2.237061769616026652e-01,6.637841766519961273e-02,1.538405042745473184e-01,-8.111067636127913261e-01
2.253756260434056913e-01,6.590076241719082517e-02,1.554401621404792599e-01,-7.119212771052106925e-01
2.270450751252086896e-01,6.542500907586905334e-02,1.570403867099901540e-01,-6.143469726615237159e-01
2.287145242070116880e-01,6.495089762437111780e-02,1.586410985276056895e-01,-5.186721876918557461e-01
2.303839732888146863e-01,6.447817287051398061e-02,1.602422204349259471e-01,-4.251304345164784726e-01
2.320534223706177124e-01,6.400658511734390321e-02,1.618436776141625177e-01,-3.339066631088822845e-01
2.337228714524207107e-01,6.353589069784934540e-02,1.634453975985024343e-01,-2.451431242172206759e-01
2.353923205342237090e-01,6.306585239689758982e-02,1.650473102578579043e-01,-1.589447865792353032e-01
